role,player_id,player,n_obs,arima_order,arima_next_forecast,hybrid_next_forecast
Defender,29291,J. Giraudon,34,"(0, 1, 1)",12.243051475183755,12.13721220781067
Defender,29474,R. Thomas,37,"(0, 1, 1)",9.646721063765488,9.643832173782192
Defender,29588,E. Seka,39,"(1, 1, 0)",18.38042670166326,18.435138877986198
Defender,29616,P. Martinez,41,"(1, 1, 0)",13.401580099906518,13.32829986229141
Defender,29748,F. Chafik,39,"(1, 1, 0)",12.388735055627345,12.387700155081271
Defender,30320,O. El Hajjam,39,"(0, 1, 1)",18.6350861287398,18.639636585740533
Defender,37745,J. Lukaku,97,"(0, 1, 1)",2.3988271616109933,2.398697521508607
Defender,38079,D. Opare,20,"(1, 1, 0)",18.98005058663896,18.98005058663896
Defender,40301,Lucas Lima,40,"(1, 0, 0)",17.662838050277227,17.61784331604957
Defender,40538,Leandro Cast\u00e1n,12,"(1, 1, 0)",18.00046677199112,18.00046677199112
Defender,40657,Wendell,38,"(1, 1, 0)",13.39067055393586,13.393992618812417
Defender,41034,Rafael Tol\u00f3i,36,"(1, 1, 0)",11.730687022900764,11.72901780227441
Defender,41127,Pablo,17,"(1, 1, 0)",12.213381333177756,12.213381333177756
Defender,41363,Gabriel,34,"(0, 1, 1)",10.486082936360747,10.440188313558012
Defender,44510,Vitor Hugo,35,"(0, 1, 1)",9.151472205520482,9.149722488821359
Defender,49856,D. Abraham,36,"(1, 1, 0)",14.54145408163265,14.550093759991682
Defender,49857,A. Ajeti,97,"(0, 1, 1)",4.135005358652956,4.134989911736733
Defender,49859,A. Dragovi\u0107,99,"(0, 1, 1)",4.100102358279655,4.10007833015723
Defender,49919,F. Moubandje,40,"(1, 1, 0)",17.373938855545173,17.360869967208753
Defender,49971,M. Bauer,16,"(1, 1, 0)",14.89547263433133,14.89547263433133
Defender,50007,B. Djimsiti,32,"(1, 1, 0)",15.525488265117701,15.480088554581698
Defender,50069,S. Widmer,30,"(1, 1, 0)",16.097112748808694,16.093928325958085
Defender,50102,F. Sch\u00e4r,106,"(1, 1, 0)",8.41932302219426,8.419396991558425
Defender,50805,F. Helander,34,"(1, 1, 0)",17.361984732824425,17.366408634263138
Defender,51064,E. Krafth,43,"(0, 1, 1)",10.18056041782413,10.177537255339962
Defender,51217,L. Augustinsson,46,"(1, 1, 0)",18.18640670553936,18.156933326285017
Defender,55979,M. J\u00f8rgensen,46,"(0, 1, 1)",14.090232878619748,12.12303999035986
Defender,56026,J. Stryger Larsen,41,"(1, 0, 0)",13.939715612216538,13.922745391263312
Defender,58978,G. Cameron,31,"(1, 1, 0)",11.091139482810512,11.504978346183314
Defender,64966,M. Suttner,23,"(0, 1, 1)",16.045890129442498,16.045890129442498
Defender,68085,C. Kabasele,38,"(0, 1, 1)",10.975645401540556,10.81104699617938
Defender,69409,\u0160. Vrsaljko,108,"(0, 1, 1)",1.7641782538554325,1.7641829607597246
Defender,69525,M. Pavlovi\u0107,40,"(1, 1, 0)",12.485997184104361,12.54345497388307
Defender,70083,Danilo,40,"(1, 1, 0)",17.943022816947988,17.9912537183085
Defender,70084,Alex Sandro,39,"(1, 1, 0)",12.203893129770991,12.207580720131633
Defender,70086,N. Otamendi,46,"(1, 1, 0)",21.05637023833102,20.852793107298076
Defender,70088,Rolando,40,"(1, 1, 0)",12.195074040495616,12.21896655117796
Defender,70139,E. Ins\u00faa,29,"(1, 1, 0)",18.973121317296453,18.976574758260675
Defender,70389,C\u00e9dric Soares,104,"(0, 1, 1)",7.6092394326964765,7.609274033192769
Defender,70507,Paulo Oliveira,38,"(1, 1, 0)",13.155306495882892,13.162322595872306
Defender,70711,Mexer,30,"(0, 1, 1)",9.481696730049242,9.475074490101923
Defender,70959,Edgar I\u00e9,40,"(0, 1, 1)",12.62229721970384,12.623607996622967
Defender,71703,V. Lindel\u00f6f,108,"(0, 1, 1)",7.768334627699354,7.768336680334309
Defender,77546,A. Williams,90,"(0, 1, 1)",9.185479773278178,9.185554175707342
Defender,82340,T. Gebre Selassie,99,"(0, 1, 1)",2.597921417765736,2.597931211553931
Defender,82487,P. Kade\u0159\u00e1bek,98,"(0, 1, 1)",6.86595493537456,6.865943535986247
Defender,86183,F. Roncaglia,38,"(0, 1, 1)",17.313374397977235,17.303308212830665
Defender,86220,G. Mercado,44,"(0, 1, 1)",21.33897529734675,21.33779065503184
Defender,86328,G. Pezzella,37,"(1, 1, 0)",15.538663367260392,15.537307614911493
Defender,86366,J. Palomino,36,"(1, 1, 0)",14.81290076335878,14.80991191824884
Defender,91702,J. Mojica,42,"(1, 1, 0)",13.16338822811833,13.16005224555722
Defender,92899,J. Holebas,39,"(1, 1, 0)",17.88042186571598,17.887249137725085
Defender,92966,K. Manolas,35,"(1, 1, 0)",18.43,18.41852303624153
Defender,93000,Antunes,37,"(0, 1, 1)",12.78939209108468,12.787722222257814
Defender,93003,D. Siovas,34,"(1, 1, 0)",20.14501372369625,20.134356368506925
Defender,94695,H. Sakai,47,"(1, 1, 0)",20.662813538833483,21.07625951819025
Defender,97555,T. Tawatha,30,"(0, 1, 1)",4.957027266617976,4.888867805596552
Defender,99410,M. Kami\u0144ski,38,"(1, 1, 0)",8.578779402278093,8.324462506077912
Defender,99833,B. Bereszy\u0144ski,43,"(1, 1, 0)",10.670992366412214,10.672721578182212
Defender,101742,C. Ansaldi,34,"(1, 1, 0)",16.692519083969465,16.6904359072225
Defender,105361,I. Strini\u0107,109,"(1, 1, 0)",17.73633080259197,17.770661833735634
Defender,105523,Danilo Avelar,34,"(1, 0, 0)",13.055741402737349,13.416188153855055
Defender,112366,M. Lay\u00fan,21,"(0, 1, 1)",9.698066298384369,9.698066298384369
Defender,112377,O. Vizcarrondo,33,"(1, 1, 0)",11.30462375339982,11.120494902701349
Defender,119951,Ahmed Hegazy,45,"(1, 1, 0)",14.23308823529412,14.830444137489097
Defender,125250,\u00d3. Duarte,26,"(1, 1, 0)",9.18777976339718,9.184399986323319
Defender,131184,Ali Adnan,33,"(1, 1, 0)",14.738475105819711,14.735287389812479
Defender,134102,N. Ak\u00e9,39,"(1, 0, 0)",12.970277442273952,14.66500665122018
Defender,134392,K. Akpoguma,28,"(1, 1, 0)",11.185918701422954,11.176806667429949
Defender,134420,F. Costa,36,"(1, 1, 0)",13.39084866302785,13.401930515046683
Defender,134427,D. Rugani,39,"(1, 1, 0)",11.431984732824429,11.430347110110386
Defender,134502,A. Laporte,38,"(0, 1, 1)",16.399771429975388,16.388841875274537
Defender,134540,L. Kurzawa,39,"(0, 1, 1)",14.87242267000163,14.870731127435807
Defender,135103,A. Christensen,46,"(1, 1, 0)",13.58132798573975,13.58829399547581
Defender,135901,Pedro Rebocho,39,"(1, 0, 0)",14.415002452730551,14.288885640501395
Defender,135903,Jo\u00e3o Cancelo,39,"(0, 1, 1)",4.632358217004746,4.631695076216071
Defender,136441,B. Davies,99,"(0, 1, 1)",11.148167057254518,11.148194467940534
Defender,138408,M. \u0160kriniar,99,"(0, 1, 1)",2.312542037266744,2.312498227852834
Defender,144867,K. Malcuit,40,"(0, 1, 1)",10.65404956180115,10.651055780681565
Defender,144884,C. Jullien,41,"(1, 1, 0)",17.229314697290217,17.196481538320338
Defender,146588,A. Romagnoli,35,"(1, 1, 0)",11.314809160305344,11.315268533302628
Defender,146590,F. Mattiello,36,"(0, 1, 1)",20.074274809160308,20.078403593101577
Defender,149019,D. Simpson,39,"(0, 1, 1)",19.86779560308972,19.86707803767243
Defender,149091,M. Tisserand,34,"(1, 1, 0)",14.661702777759308,14.674748751835102
Defender,149101,A. Tour\u00e9,37,"(1, 1, 0)",17.700263708210294,17.69615121123821
Defender,149389,J. Toljan,34,"(1, 1, 0)",12.717901308404148,12.712524939643085
Defender,167145,Beller\u00edn,39,"(0, 1, 1)",20.96871830230409,20.966766518408598
Defender,169002,Diego Rico,39,"(0, 1, 1)",18.1607197316255,18.15920574384588
Defender,173212,N. Stark,35,"(1, 1, 0)",14.927283528015373,14.901877092883346
Defender,203113,I. Sylla,37,"(1, 1, 0)",12.42216161965758,12.385834328377548
Defender,206318,D. Biraschi,38,"(0, 1, 1)",15.307175572519084,15.314448039536257
Defender,208694,Rodrigo Ely,39,"(0, 1, 1)",21.00231777981092,20.999010355325236
Defender,208865,Bastos,34,"(1, 1, 0)",15.336128342541228,15.337456119822631
Defender,209012,K\u00e9vin Rodrigues,37,"(0, 1, 1)",19.67149220945227,19.67085937948811
Defender,211853,R\u00faben Vezo,38,"(0, 1, 1)",10.428648914914918,10.432460002374244
Defender,213124,Chema,38,"(0, 1, 1)",12.100030497102775,12.095780766024031
Defender,213308,J. Alonso,40,"(0, 1, 1)",22.06222902185957,22.058283791353208
Defender,214628,J. Amavi,38,"(1, 1, 0)",24.26669688727712,24.272729950211996
Defender,214710,B. Dibassy,40,"(1, 1, 0)",19.77492633726201,20.1121630695065
Defender,215036,C. Yamber\u00e9,40,"(0, 1, 1)",15.518168631006349,15.515822756100762
Defender,215281,A. Mbengue,41,"(1, 0, 0)",12.910468963615326,13.198992786638168
Defender,216074,C. G\u00fcnter,37,"(1, 1, 0)",13.694197704081637,13.698475351554555
Defender,221172,A. Hack,23,"(1, 1, 0)",10.944306184805365,10.944306184805365
Defender,221411,P. Max,37,"(1, 0, 0)",14.313117885282285,14.413531535556562
Defender,222220,A. Robertson,38,"(1, 1, 0)",15.500074272133094,15.504659389234764
Defender,222766,Bruno Gaspar,36,"(0, 1, 1)",11.232550618194876,11.228100825988589
Defender,222770,N\u00e9lson Semedo,39,"(0, 1, 1)",12.5492203580565,12.55133662096925
Defender,223516,R. Bauer,28,"(1, 1, 0)",7.70233157161537,7.67604014161888
Defender,224080,G. Marip\u00e1n,34,"(0, 1, 1)",10.448815284985946,10.44947899760668
Defender,225022,Rub\u00e9n Duarte,31,"(0, 1, 1)",16.969655382738644,16.96369437436872
Defender,225996,Diego Llorente,34,"(1, 1, 0)",16.00686184812443,16.008474290670023
Defender,227894,J. Gim\u00e9nez,45,"(0, 1, 1)",13.342407720155933,13.3454961350578
Defender,228639,Y. Gerhardt,24,"(1, 1, 0)",13.721625054377425,13.721625054377425
Defender,228768,J. Tah,36,"(1, 1, 0)",12.804664723032069,12.80784136561389
Defender,228963,H. Traor\u00e9,41,"(1, 1, 0)",21.167609877102848,21.271404578500267
Defender,229427,A. Djiku,40,"(1, 1, 0)",13.313009972801456,13.35730195336605
Defender,230862,Lekue,37,"(0, 1, 1)",16.225831046050626,16.223240963464814
Defender,232822,A. Masina,38,"(1, 1, 0)",19.25957111959288,19.252638611392474
Defender,235450,A. Diallo,37,"(1, 1, 0)",12.669916180758015,12.66665192493631
Defender,235597,T. Baumgartl,37,"(1, 0, 0)",14.672287742744372,14.881888876806185
Defender,235606,T. Kehrer,37,"(1, 1, 0)",16.70389941690962,16.700110196904348
Defender,236528,N. Elvedi,37,"(1, 1, 0)",22.32354632329122,22.258311408869186
Defender,241966,G. Jung,38,"(1, 0, 0)",18.51734586251757,18.708686696419928
Defender,242446,L. Dubois,40,"(1, 1, 0)",13.540002190994256,13.542393607573741
Defender,246059,E. Goldaniga,17,"(1, 1, 0)",12.318573807445002,12.318573807445002
Defender,246866,A. Mawson,39,"(0, 1, 1)",19.677007048770715,19.673026501581003
Defender,247169,Diego Gonz\u00e1lez,38,"(1, 1, 0)",16.90079825673693,16.889870132547554
Defender,248950,Samir,38,"(0, 1, 1)",12.962817048346055,12.956579727744115
Defender,250805,Djen\u00e9,38,"(0, 1, 1)",12.649098251499442,12.658503909148482
Defender,252365,D. Yedlin,34,"(1, 1, 0)",22.203886329679268,22.203032299427765
Defender,255387,C. Salcedo,42,"(1, 1, 0)",17.54876715195227,17.68547444295931
Defender,256998,E. Bailly,39,"(1, 1, 0)",11.343910048979374,11.3408513695775
Defender,257028,D. Calabria,33,"(1, 1, 0)",15.980700800111997,15.965020751497256
Defender,257762,D. S\u00e1nchez,44,"(1, 1, 0)",13.747302238066942,13.734715018590242
Defender,257899,J. Gomez,37,"(1, 1, 0)",17.485096726651467,17.424803238446987
Defender,258252,L. Klostermann,37,"(1, 1, 0)",11.35194970845481,11.353489139967166
Defender,263105,Pablo Maffeo,38,"(0, 1, 1)",13.288218731998237,13.290669429122241
Defender,263432,F. Vicari,36,"(0, 1, 1)",19.330861068702287,19.326830602622575
Defender,263433,A. Ferrari,39,"(1, 1, 0)",20.63473282442748,20.639130775493975
Defender,263766,Jemerson,41,"(1, 1, 0)",22.75574821194722,23.578723430243272
Defender,263803,T. Castagne,36,"(1, 0, 0)",13.875101856511373,13.487676970284719
Defender,266286,Marlon,36,"(0, 1, 1)",12.209051072831672,12.2074105816441
Defender,268776,W. Hoedt,35,"(1, 0, 0)",19.34095294232727,19.190693909481773
Defender,270866,Diego Carlos,36,"(1, 1, 0)",20.388108189785434,20.35811215230222
Defender,272338,L. Kl\u00fcnter,23,"(1, 1, 0)",19.370615723378776,19.370615723378776
Defender,272378,P. Stenzel,35,"(1, 1, 0)",14.044551749271138,14.069620844465478
Defender,272434,W. Anton,33,"(1, 1, 0)",8.408368080792034,8.211684226927364
Defender,275384,Jorge Mer\u00e9,34,"(1, 0, 0)",17.75330925162926,17.344477983080296
Defender,278049,E. Cabaco,22,"(0, 1, 1)",5.836964728055216,5.836964728055216
Defender,278288,Aritz Elustondo,36,"(0, 1, 1)",12.488421734572189,12.488908838630454
Defender,278867,S. Janko,26,"(1, 1, 0)",13.391746143788806,13.274189527124873
Defender,280419,H. Hateboer,37,"(1, 1, 0)",21.376106870229005,21.377954774404525
Defender,282438,Aar\u00f3n,36,"(0, 1, 1)",11.802012681711906,11.812715425838226
Defender,282550,F. Hadergjonaj,33,"(1, 0, 0)",17.420400814796054,17.742284612441622
Defender,283832,F. Romagna,31,"(1, 0, 0)",18.140397915922723,18.13949983783873
Defender,284960,L. Venuti,36,"(0, 1, 1)",21.976183206106867,21.975644961263384
Defender,286380,I. Diop,38,"(1, 1, 0)",20.544978963097275,20.52261718537444
Defender,286825,J. Kenny,21,"(0, 1, 1)",13.90817783217138,13.90817783217138
Defender,286915,F. Eboa Eboa,35,"(1, 1, 0)",18.41083721207478,18.404910319913412
Defender,286917,F. Tour\u00e9,40,"(0, 1, 1)",19.25105772136597,19.24737539111523
Defender,288663,M. Caldara,36,"(1, 1, 0)",13.456488549618324,13.31836219122847
Defender,290119,M. Niakhat\u00e9,39,"(1, 0, 0)",13.918712983447708,13.636952290851273
Defender,292991,M. Lemos,39,"(0, 1, 1)",17.18959026165689,17.18843423702205
Defender,295176,R. Gosens,37,"(0, 1, 1)",12.068351415923743,12.065464464954047
Defender,297957,M. Akanji,21,"(0, 1, 1)",5.57839097640555,5.57839097640555
Defender,300784,Jorge,37,"(1, 1, 0)",16.72605016621336,16.65106305273756
Defender,301013,J. Gelin,29,"(0, 1, 1)",12.733315858584918,12.750599365276374
Defender,326535,Toni Lato,34,"(0, 1, 1)",7.972954512861063,7.983521418001939
Defender,334720,R. Bensebaini,41,"(1, 0, 0)",21.190028883535152,21.27565705032993
Defender,336829,R. Koch,28,"(0, 1, 1)",15.018039358600584,15.008602807119098
Defender,337682,F. Uduokhai,37,"(1, 0, 0)",11.19559758607473,11.10074621144857
Defender,339964,Y. Salmier,31,"(1, 1, 0)",17.227810874193658,17.21759670934056
Defender,340646,B. Pavard,47,"(1, 1, 0)",12.5091166180758,11.689088730254603
Defender,341973,N. Mukiele,38,"(0, 1, 1)",16.681165978308318,16.723229914899466
Defender,343685,William,35,"(1, 0, 0)",14.55203438300911,15.465335672090683
Defender,344068,Unai N\u00fa\u00f1ez,38,"(0, 1, 1)",18.307362000609945,18.30679152502046
Defender,344178,P. Retsos,32,"(1, 1, 0)",21.92065766127613,21.93071008892563
Defender,344864,C. S\u00f6y\u00fcnc\u00fc,33,"(1, 1, 0)",22.97778779280567,23.00751963642621
Defender,346101,T. Alexander-Arnold,40,"(1, 0, 0)",20.551569516746113,20.819861377564976
Defender,350976,B. Chilwell,31,"(1, 1, 0)",21.47579928577467,21.47791116774603
Defender,352986,K. Amian,41,"(1, 1, 0)",20.916056789563815,20.897062344582597
Defender,352988,D. Upamecano,37,"(1, 1, 0)",12.098760932944606,12.0848155061527
Defender,355937,M. Holgate,29,"(0, 1, 1)",17.426722645142746,17.423661410191727
Defender,364772,C. Awaziem,37,"(1, 1, 0)",7.981901164570326,8.00518432579326
Defender,365441,R. van Drongelen,34,"(1, 1, 0)",12.764695176771644,12.779148945501808
Defender,366217,K. Danso,30,"(1, 1, 0)",12.143983651303945,12.200353328489957
Defender,366563,V. Selimovic,22,"(1, 1, 0)",9.075764283562204,9.075764283562204
Defender,366581,J. Gnagnon,41,"(1, 1, 0)",12.39369623249723,12.046311720072762
Defender,376362,Luiz Felipe,34,"(1, 0, 0)",15.989260027780677,16.01181250311389
Defender,379209,D. Rice,39,"(0, 1, 1)",10.60948187057481,10.611641158727862
Defender,388398,G. Pezzella,36,"(0, 1, 1)",7.32562214263146,7.325999127108503
Defender,393228,M. Sarr,38,"(1, 1, 0)",12.70966284753707,12.7068216580334
Defender,393247,I. Konat\u00e9,31,"(1, 1, 0)",16.361570774611703,16.35463105797457
Defender,396616,R. Pierre-Gabriel,35,"(1, 1, 0)",10.905636200966653,10.893889257969674
Defender,397168,T. Fosu-Mensah,29,"(1, 1, 0)",18.73139215069489,18.89964461880402
Defender,403449,Rog\u00e9rio,27,"(0, 1, 1)",11.49397240945173,11.481785375560053
Defender,410055,Rober,33,"(1, 1, 0)",14.098505641964016,14.090811725404796
Defender,410062,J. Kound\u00e9,18,"(1, 1, 0)",20.00714204174384,20.00714204174384
Defender,417231,C. Adjapong,37,"(1, 1, 0)",17.94520421229872,17.95895222105655
Defender,424241,N. Milenkovi\u0107,26,"(1, 1, 0)",13.15959454181656,13.213729260890332
Defender,489488,Mart\u00edn,23,"(1, 1, 0)",18.109027142421468,18.109027142421468
Forward,118,M. Depay,41,"(1, 1, 0)",21.130231523104847,21.13264589864844
Forward,122,D. Mertens,109,"(0, 1, 1)",8.94104282520052,8.941046024293565
Forward,123,O. Toivonen,47,"(1, 0, 0)",11.411432429606926,11.250521957333099
Forward,151,J. Guidetti,106,"(0, 1, 1)",3.8340241654686142,3.8340301706365754
Forward,382,Suk Hyun-Jun,35,"(1, 1, 0)",24.558156516464333,24.569204662056546
Forward,1751,O. Tannane,35,"(0, 1, 1)",8.294470065630312,8.28914334474438
Forward,3290,Aduriz,100,"(0, 1, 1)",7.11102184661697,7.111047595823513
Forward,3291,Paco Alc\u00e1cer,39,"(0, 1, 1)",10.14356087972293,10.149556451336242
Forward,3293,P. Piatti,39,"(0, 1, 1)",21.453827104907692,21.450678176623047
Forward,3313,Jos\u00e9 Callej\u00f3n,39,"(1, 1, 0)",24.291271769682083,24.29451023159376
Forward,3321,K. Benzema,38,"(0, 1, 1)",25.89421431787483,25.888111144976538
Forward,3322,Cristiano Ronaldo,106,"(0, 1, 1)",17.777824649050938,17.777791762188183
Forward,3323,G. Higua\u00edn,44,"(1, 1, 0)",27.95525872106244,27.978959258222478
Forward,3324,\u00c1lvaro Morata,100,"(0, 1, 1)",11.145447378169829,11.145460178267294
Forward,3327,Joselu,38,"(1, 1, 0)",14.952322796934864,14.959587664359828
Forward,3348,Deulofeu,37,"(0, 1, 1)",15.434303839553948,15.433799796600695
Forward,3358,Cristian Tello,37,"(1, 1, 0)",27.05110310670869,27.008232495756314
Forward,3359,L. Messi,45,"(0, 1, 1)",37.37485513032168,37.373055889613326
Forward,3360,Pedro,100,"(0, 1, 1)",1.8150312920132547,1.8150495235839754
Forward,3361,A. S\u00e1nchez,37,"(1, 1, 0)",17.99233716475096,17.985519287458327
Forward,3425,Muniain,38,"(0, 1, 1)",17.39432238847476,17.388843782846745
Forward,3450,R. Falcao,47,"(0, 1, 1)",22.47099651871192,22.48552572457063
Forward,3451,Adri\u00e1n L\u00f3pez,38,"(0, 1, 1)",15.312224223322827,15.318952198184688
Forward,3475,D. Perotti,34,"(1, 1, 0)",20.7834239607634,20.785978496629184
Forward,3576,Juanmi,38,"(0, 1, 1)",28.63106443618164,28.628153999119256
Forward,3577,S. Rond\u00f3n,39,"(1, 0, 0)",22.868583928590013,23.015726875310136
Forward,3605,Jorge Molina,38,"(0, 1, 1)",15.83132374556006,15.830784472536454
Forward,3657,T. Hemed,20,"(0, 1, 1)",8.548374453792784,8.548374453792784
Forward,3682,A. Griezmann,109,"(0, 1, 1)",14.726497095784708,14.72649801546575
Forward,3685,C. Vela,45,"(0, 1, 1)",9.513932196383593,9.510777903680918
Forward,3710,K. Babacar,38,"(1, 1, 0)",13.36622556333706,13.354660034527036
Forward,3714,C. Stuani,45,"(0, 1, 1)",19.81682850067537,19.81301665581796
Forward,3802,Philippe Coutinho,42,"(0, 1, 1)",28.576369421835658,28.572412478085276
Forward,3816,Sergio Garc\u00eda,37,"(0, 1, 1)",26.76764011031075,26.76722021794005
Forward,3840,Iago Aspas,45,"(0, 1, 1)",28.589743618990443,28.591858660007976
Forward,3874,Kike Garc\u00eda,37,"(1, 1, 0)",32.00236380009005,32.007059677522875
Forward,3875,Borja Bast\u00f3n,37,"(1, 1, 0)",10.883027433390918,11.050114600892368
Forward,3937,Roger,16,"(1, 1, 0)",13.471708067411177,13.471708067411177
Forward,4048,Sergi Enrich,20,"(1, 1, 0)",29.739919376615603,29.739919376615603
Forward,4131,\u00c1ngel,38,"(0, 1, 1)",11.90475011256191,11.905479464797704
Forward,4338,Diego Costa,25,"(0, 1, 1)",22.095117895508945,22.098921759630382
Forward,4440,Borja Valle,38,"(0, 1, 1)",9.357644606417676,9.353730473703404
Forward,4498,Lucas V\u00e1zquez,103,"(0, 1, 1)",2.4452145575343835,2.445173750704454
Forward,5147,Choco Lozano,13,"(0, 1, 1)",7.308150571642304,7.308150571642304
Forward,5167,Mariano D\u00edaz,40,"(1, 1, 0)",20.795409051349,20.834574324657755
Forward,5268,Sergio Le\u00f3n,35,"(0, 1, 1)",17.802543899144528,17.816354638065693
Forward,5400,Gerard Moreno,39,"(0, 1, 1)",25.534040822452347,25.532570733493607
Forward,5481,Guerrero,39,"(0, 1, 1)",24.45076045910018,24.44898719111579
Forward,5911,Sandro,40,"(1, 1, 0)",9.766930104114358,9.769120135225599
Forward,6165,F. Andone,99,"(1, 1, 0)",14.678550463907458,14.679753673069216
Forward,7879,T. Walcott,38,"(0, 1, 1)",12.618113778788242,12.622425135481748
Forward,7904,S. Kalou,38,"(1, 0, 0)",27.837581815696552,28.276049020267322
Forward,7905,R. Lukaku,109,"(0, 1, 1)",11.792621000310312,11.792611146917473
Forward,7907,D. Sturridge,99,"(0, 1, 1)",12.448095642723205,12.448138200439574
Forward,7908,Fernando Torres,38,"(0, 1, 1)",15.02174927456243,15.017795772980284
Forward,7941,J. Hern\u00e1ndez,46,"(1, 1, 0)",8.441961143140295,8.437221940581301
Forward,7944,W. Rooney,98,"(0, 1, 1)",9.724651937355397,9.724633430113194
Forward,7970,A. Carroll,34,"(1, 1, 0)",27.22572953033122,27.214420130130375
Forward,7972,L. Su\u00e1rez,42,"(1, 1, 0)",26.32669990995047,26.307056886340355
Forward,8148,Iago Falqu\u00e9,38,"(1, 1, 0)",34.27986803565745,34.28897939537291
Forward,8278,G. Bale,101,"(0, 1, 1)",13.237324962700834,13.237329000915517
Forward,8296,J. Defoe,38,"(1, 0, 0)",15.646980557518914,14.41858521469207
Forward,8325,S. Ag\u00fcero,46,"(1, 1, 0)",24.115972222222226,24.127378517223733
Forward,8326,M. Balotelli,39,"(1, 1, 0)",33.99364491864741,34.00003252491057
Forward,8327,E. D\u017eeko,38,"(1, 1, 0)",27.733566648474092,27.720527879109735
Forward,8384,S. Long,100,"(0, 1, 1)",9.566860121628494,9.566869777115286
Forward,8628,F. Di Santo,36,"(1, 1, 0)",14.902668868750894,14.909595211595857
Forward,8677,M. Antonio,30,"(1, 1, 0)",17.655255961656096,17.60576239177537
Forward,8686,H. Robson-Kanu,98,"(0, 1, 1)",5.188357679733261,5.18828815091513
Forward,8717,H. Kane,109,"(0, 1, 1)",6.319518131642818,6.319513802855491
Forward,8747,P. Crouch,38,"(1, 0, 0)",15.630309737353599,14.744561708598411
Forward,8903,T. Deeney,37,"(1, 1, 0)",28.38547355043952,28.95517295706336
Forward,8953,C. Austin,39,"(1, 0, 0)",17.83453329763139,17.824664627376443
Forward,8958,J. Rodriguez,39,"(1, 0, 0)",19.74941245794036,20.715748231408377
Forward,9123,A. Barnes,37,"(0, 1, 1)",22.264142677284507,22.197091341115264
Forward,9206,C. Wood,35,"(0, 1, 1)",31.57342960954172,31.57191860199434
Forward,9532,S. Berahino,32,"(1, 1, 0)",9.353389269174734,9.404504651637474
Forward,9637,J. King,39,"(1, 0, 0)",22.513256878746667,21.91837707270495
Forward,10663,A. Gray,39,"(1, 1, 0)",11.429796730334308,11.432057281190898
Forward,11063,Suso,37,"(1, 1, 0)",22.029002647018697,21.754695008611943
Forward,11066,R. Sterling,109,"(0, 1, 1)",6.707753530544027,6.707766375344976
Forward,11156,M. Trotta,38,"(0, 1, 1)",29.87873516168645,29.890428877735644
Forward,11669,C. Wilson,27,"(1, 1, 0)",23.338673371647506,23.34665529785028
Forward,12536,D. Gayle,39,"(1, 1, 0)",15.300407088122604,15.377367152593372
Forward,12829,J. Vardy,107,"(0, 1, 1)",9.45817897501845,9.458162790494749
Forward,14705,N. F\u00fcllkrug,38,"(1, 0, 0)",34.90424429454877,35.875899603749055
Forward,14707,C. Pizarro,31,"(0, 1, 1)",9.922093631778056,9.920774972144658
Forward,14732,T. M\u00fcller,106,"(0, 1, 1)",15.299504535322178,15.299538707410086
Forward,14734,N. Petersen,37,"(1, 1, 0)",19.31296838407495,19.320703949379705
Forward,14760,M. Harnik,99,"(0, 1, 1)",6.4859921056075445,6.486020991508519
Forward,14762,V. Ibi\u0161evi\u0107,38,"(1, 0, 0)",14.040631232559408,13.956391816734994
Forward,14763,S. Okazaki,46,"(0, 1, 1)",25.701470081981547,25.699296911534198
Forward,14789,A. Sch\u00fcrrle,99,"(0, 1, 1)",5.142778348215972,5.14273962754861
Forward,14817,R. Lewandowski,107,"(0, 1, 1)",10.396667584017711,10.3966821797051
Forward,14845,D. Ginczek,33,"(1, 0, 0)",12.998680372168327,13.257711101700568
Forward,14911,Son Heung-Min,45,"(0, 1, 1)",19.83831417624521,19.83601930801439
Forward,14943,M. Mand\u017euki\u0107,109,"(0, 1, 1)",10.69736327388246,10.6973692492481
Forward,14945,G. Sio,40,"(1, 1, 0)",24.335008703220183,24.335156513426
Forward,15004,I. Santini,41,"(1, 1, 0)",12.285902212170637,12.46458661070255
Forward,15020,M. Leckie,44,"(0, 1, 1)",18.45407303326146,18.747578195262115
Forward,15051,L. Stindl,35,"(1, 1, 0)",21.764231733021084,21.772683761057202
Forward,15054,M. Diouf,45,"(1, 1, 0)",27.969955587484023,29.067003512479445
Forward,15085,S. Wagner,37,"(1, 0, 0)",20.04352894396819,20.26228141756095
Forward,15107,Raffael,37,"(1, 1, 0)",24.154742388758784,24.153087830875045
Forward,15198,E. Choupo-Moting,31,"(1, 1, 0)",20.33735632183908,20.30304142120241
Forward,15200,\u00c1. Szalai,99,"(0, 1, 1)",12.443658567971584,12.443664662546512
Forward,15231,K. Volland,37,"(1, 1, 0)",16.012617096018733,16.052079036545695
Forward,15232,B. Wood,38,"(1, 1, 0)",10.639375797782188,10.716929204139953
Forward,15292,M. Uth,38,"(1, 0, 0)",24.857714235412214,25.3100222643486
Forward,15533,M. Terrazzino,37,"(1, 1, 0)",25.027633846520768,25.023485230996595
Forward,15543,S. Zoller,34,"(1, 1, 0)",12.845429280151595,12.82764201735424
Forward,15808,Roberto Firmino,47,"(1, 0, 0)",23.92120132966029,26.964200597238413
